ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
-290.5,-154.05,-154.05,0.0,-352.13,-492.98,-374.13,-290.5,8.8,-171.66,-211.28,-691.05,-470.97,-272.9,338.92,-871.51
-250.89,-13.2,-30.81,118.84,-492.98,-431.35,-132.05,-154.05,39.61,-431.35,-492.98,-550.2,-352.13,-250.89,-413.75,-871.51
-250.89,0.0,57.22,259.69,-413.75,-290.5,39.61,39.61,176.06,-611.82,-651.43,-312.51,-52.82,-70.43,-1073.98,-603.01
-250.89,-22.01,158.46,299.31,-233.28,-132.05,215.68,215.68,277.3,-651.43,-691.05,-13.2,176.06,39.61,-1333.67,-193.67
-193.67,8.8,118.84,158.46,-52.82,8.8,316.91,198.07,176.06,-633.83,-673.44,198.07,259.69,39.61,-1294.06,48.42
-193.67,8.8,0.0,-13.2,57.22,-22.01,299.31,57.22,-30.81,-651.43,-673.44,356.53,237.68,8.8,-1170.82,259.69
-250.89,-61.62,-22.01,-132.05,176.06,0.0,228.88,57.22,-171.66,-660.23,-642.63,435.75,316.91,17.61,-880.31,655.83
-272.9,-30.81,57.22,-154.05,215.68,0.0,237.68,176.06,-154.05,-492.98,-453.36,559.0,479.77,176.06,-374.13,1109.19
-154.05,39.61,105.64,-140.85,277.3,189.27,347.72,206.87,-123.24,-180.46,-140.85,677.84,528.19,237.68,206.87,1307.26
-171.66,48.42,8.8,-211.28,338.92,189.27,246.49,0.0,-211.28,0.0,8.8,655.83,338.92,79.23,686.64,1109.19
-330.12,-140.85,-180.46,-281.7,338.92,8.8,17.61,-162.86,-303.71,0.0,118.84,479.77,8.8,-110.04,1078.38,677.84
-431.35,-360.93,-321.31,-400.54,316.91,-220.08,-220.08,-360.93,-422.55,158.46,286.1,215.68,-343.32,-374.13,1509.74,127.65
-272.9,-211.28,-374.13,-453.36,246.49,-180.46,-180.46,-391.74,-453.36,418.15,545.79,17.61,-691.05,-581.01,1787.03,-563.4
26.41,237.68,-264.09,-382.94,88.03,-22.01,-22.01,-374.13,-431.35,589.81,616.22,-92.43,-902.32,-721.86,1518.54,-1294.06
228.88,655.83,-61.62,-162.86,-44.02,215.68,246.49,-233.28,-242.09,488.57,457.76,-211.28,-880.31,-673.44,739.46,-1800.24
426.95,919.93,149.65,88.03,-140.85,378.53,409.35,0.0,8.8,286.1,215.68,-211.28,-660.23,-413.75,-92.43,-1941.09
589.81,1038.77,426.95,347.72,-123.24,519.38,536.99,338.92,259.69,189.27,57.22,-132.05,-281.7,-61.62,-673.44,-1751.82
669.04,999.15,638.23,598.61,26.41,629.42,629.42,638.23,479.77,198.07,66.02,17.61,96.83,206.87,-941.93,-1280.85
647.03,867.11,748.27,647.03,237.68,686.64,726.26,748.27,545.79,198.07,88.03,237.68,387.34,378.53,-1100.39,-660.23
629.42,708.65,629.42,545.79,299.31,638.23,717.45,669.04,528.19,96.83,17.61,378.53,506.18,479.77,-1131.2,-70.43
545.79,528.19,378.53,378.53,57.22,466.57,488.57,418.15,418.15,0.0,-101.24,259.69,497.38,536.99,-1162.01,325.72
506.18,378.53,66.02,206.87,-132.05,268.5,149.65,105.64,268.5,-101.24,-202.47,17.61,448.96,497.38,-1043.17,607.42
448.96,158.46,-154.05,39.61,-70.43,158.46,-13.2,-132.05,96.83,8.8,-70.43,-13.2,378.53,418.15,-651.43,827.49
286.1,-101.24,-312.51,-13.2,17.61,26.41,-140.85,-290.5,17.61,127.65,88.03,-52.82,316.91,356.53,-13.2,1179.62
8.8,-594.21,-391.74,-30.81,-92.43,-272.9,-470.97,-374.13,-22.01,96.83,96.83,-330.12,237.68,299.31,536.99,1316.07
-290.5,-1003.56,-492.98,-92.43,-352.13,-691.05,-933.13,-510.58,-92.43,8.8,-22.01,-831.9,39.61,158.46,858.3,1047.57
-290.5,-1073.98,-713.05,-250.89,-352.13,-792.28,-1073.98,-792.28,-272.9,0.0,17.61,-1012.36,-211.28,-52.82,959.54,435.75
8.8,-752.67,-871.51,-391.74,-193.67,-532.59,-831.9,-1034.37,-391.74,176.06,136.45,-713.05,-431.35,-211.28,779.08,17.61
189.27,-453.36,-853.9,-330.12,-312.51,-290.5,-572.2,-1012.36,-330.12,136.45,57.22,-391.74,-470.97,-193.67,118.84,-233.28
189.27,-391.74,-651.43,-132.05,-691.05,-290.5,-510.58,-752.67,-132.05,-92.43,-193.67,-374.13,-352.13,-92.43,-752.67,-312.51
167.26,-391.74,-413.75,8.8,-770.27,-250.89,-413.75,-470.97,8.8,-250.89,-330.12,-391.74,-272.9,-70.43,-1333.67,-431.35
268.5,-211.28,-290.5,17.61,-330.12,-30.81,-132.05,-330.12,39.61,-132.05,-211.28,-211.28,-250.89,-110.04,-1311.67,-532.59
308.11,-22.01,-233.28,57.22,96.83,118.84,39.61,-250.89,96.83,-70.43,-193.67,-13.2,-193.67,-70.43,-1113.6,-492.98
149.65,79.23,8.8,215.68,176.06,79.23,17.61,-13.2,259.69,-290.5,-413.75,-70.43,0.0,118.84,-1012.36,-233.28
8.8,96.83,299.31,418.15,-30.81,-30.81,-30.81,299.31,418.15,-550.2,-651.43,-211.28,338.92,435.75,-871.51,96.83
-30.81,198.07,479.77,457.76,-290.5,-70.43,-13.2,479.77,457.76,-532.59,-572.2,-171.66,497.38,576.6,-492.98,378.53
-30.81,299.31,338.92,316.91,-413.75,-13.2,57.22,338.92,259.69,-290.5,-233.28,-22.01,338.92,435.75,39.61,457.76
-110.04,237.68,167.26,136.45,-413.75,-22.01,66.02,167.26,57.22,-44.02,17.61,-22.01,127.65,259.69,638.23,497.38
-250.89,8.8,136.45,96.83,-391.74,-202.47,-44.02,149.65,39.61,0.0,158.46,-180.46,17.61,215.68,1095.99,576.6
-250.89,-264.09,149.65,96.83,-382.94,-400.54,-281.7,127.65,105.64,88.03,206.87,-360.93,-13.2,189.27,1439.31,435.75
-171.66,-330.12,48.42,17.61,-431.35,-484.17,-382.94,17.61,17.61,127.65,228.88,-440.16,-140.85,-22.01,1496.53,-22.01
-92.43,-242.09,-13.2,0.0,-541.39,-431.35,-312.51,-132.05,-61.62,136.45,215.68,-440.16,-290.5,-220.08,1298.46,-532.59
-13.2,-70.43,-13.2,-13.2,-563.4,-281.7,-83.63,-13.2,-110.04,127.65,189.27,-202.47,-242.09,-312.51,977.15,-814.29
189.27,57.22,215.68,39.61,-303.71,39.61,237.68,237.68,8.8,286.1,325.72,268.5,17.61,-211.28,739.46,-761.47
448.96,268.5,387.34,79.23,167.26,426.95,567.8,448.96,39.61,545.79,545.79,827.49,206.87,-44.02,559.0,-611.82
528.19,299.31,479.77,79.23,466.57,629.42,677.84,506.18,79.23,629.42,589.81,1029.97,378.53,48.42,237.68,-470.97
347.72,189.27,488.57,88.03,308.11,528.19,567.8,559.0,136.45,457.76,418.15,836.3,519.38,215.68,-220.08,-303.71
189.27,118.84,497.38,118.84,17.61,426.95,378.53,567.8,198.07,246.49,167.26,528.19,598.61,409.35,-651.43,-110.04
105.64,167.26,506.18,176.06,-101.24,488.57,387.34,545.79,215.68,127.65,48.42,369.73,567.8,466.57,-814.29,-13.2
105.64,259.69,497.38,215.68,-22.01,536.99,418.15,519.38,176.06,26.41,17.61,228.88,418.15,356.53,-770.27,17.61
26.41,158.46,347.72,57.22,-13.2,286.1,286.1,347.72,0.0,-162.86,-162.86,-22.01,127.65,158.46,-651.43,-30.81
-211.28,-101.24,39.61,-83.63,-22.01,-154.05,-30.81,0.0,-101.24,-352.13,-360.93,-360.93,-70.43,17.61,-312.51,-22.01
-470.97,-470.97,-242.09,-272.9,-154.05,-682.24,-501.78,-281.7,-233.28,-400.54,-422.55,-581.01,-202.47,-52.82,237.68,79.23
-633.83,-642.63,-382.94,-330.12,-220.08,-963.94,-783.48,-462.16,-264.09,-303.71,-303.71,-660.23,-202.47,-83.63,858.3,96.83
-594.21,-611.82,-400.54,-374.13,-171.66,-862.71,-761.47,-523.79,-352.13,-110.04,-52.82,-563.4,-264.09,-193.67,1236.84,-110.04
-312.51,-374.13,-321.31,-330.12,-30.81,-523.79,-541.39,-484.17,-374.13,48.42,136.45,-303.71,-400.54,-374.13,1258.85,-470.97
-13.2,-110.04,-92.43,-171.66,17.61,-110.04,-233.28,-211.28,-211.28,215.68,259.69,0.0,-312.51,-374.13,937.53,-611.82
189.27,118.84,215.68,79.23,39.61,215.68,96.83,176.06,17.61,356.53,378.53,457.76,17.61,-132.05,536.99,-431.35
488.57,536.99,559.0,316.91,215.68,739.46,655.83,576.6,259.69,677.84,677.84,937.53,435.75,118.84,259.69,-193.67
787.88,919.93,717.45,435.75,559.0,1219.23,1135.6,818.69,378.53,1016.76,1038.77,1276.45,677.84,277.3,39.61,-70.43
827.49,818.69,779.08,497.38,655.83,1338.08,1135.6,937.53,457.76,1038.77,1038.77,1157.61,757.07,338.92,-290.5,8.8
629.42,356.53,796.68,519.38,479.77,1095.99,757.07,1016.76,536.99,739.46,655.83,717.45,818.69,435.75,-792.28,96.83
488.57,79.23,699.85,435.75,497.38,875.91,479.77,919.93,519.38,497.38,378.53,378.53,739.46,457.76,-1034.37,176.06
466.57,136.45,316.91,158.46,919.93,779.08,378.53,435.75,237.68,418.15,356.53,136.45,356.53,316.91,-770.27,57.22
228.88,57.22,-193.67,-154.05,1236.84,457.76,57.22,-211.28,-92.43,299.31,259.69,-193.67,-171.66,0.0,-312.51,-30.81
-211.28,-272.9,-651.43,-352.13,977.15,-132.05,-492.98,-770.27,-352.13,-22.01,-13.2,-730.66,-594.21,-171.66,158.46,0.0
-633.83,-651.43,-871.51,-391.74,378.53,-752.67,-972.75,-1012.36,-374.13,-193.67,-193.67,-990.35,-673.44,-193.67,739.46,299.31
-730.66,-752.67,-933.13,-391.74,39.61,-1073.98,-1091.59,-1073.98,-352.13,-211.28,-132.05,-831.9,-594.21,-154.05,1289.66,479.77
-730.66,-770.27,-1012.36,-532.59,39.61,-1131.2,-1073.98,-1113.6,-470.97,-211.28,-92.43,-572.2,-633.83,-290.5,1417.3,237.68
-814.29,-853.9,-1034.37,-673.44,57.22,-1131.2,-1051.97,-1131.2,-633.83,-440.16,-343.32,-484.17,-792.28,-532.59,1007.96,-180.46
-853.9,-871.51,-853.9,-611.82,-132.05,-1051.97,-933.13,-972.75,-611.82,-770.27,-713.05,-470.97,-831.9,-611.82,299.31,-572.2
-713.05,-713.05,-532.59,-352.13,-431.35,-792.28,-594.21,-633.83,-352.13,-902.32,-840.7,-303.71,-673.44,-453.36,-290.5,-704.25
-413.75,-374.13,-233.28,-92.43,-510.58,-374.13,-92.43,-290.5,-92.43,-783.48,-721.86,-44.02,-453.36,-272.9,-620.62,-660.23
-110.04,17.61,-30.81,0.0,-321.31,17.61,299.31,-30.81,-22.01,-550.2,-550.2,176.06,-250.89,-110.04,-911.12,-510.58
48.42,435.75,136.45,79.23,-193.67,356.53,559.0,176.06,57.22,-484.17,-563.4,228.88,-30.81,17.61,-1263.25,-202.47
88.03,638.23,356.53,167.26,-242.09,448.96,576.6,356.53,96.83,-581.01,-682.24,26.41,96.83,246.49,-1624.18,127.65
48.42,519.38,409.35,167.26,-281.7,325.72,435.75,448.96,158.46,-633.83,-770.27,-211.28,158.46,347.72,-1721.01,396.14
-13.2,259.69,277.3,66.02,-123.24,149.65,268.5,299.31,158.46,-501.78,-572.2,-391.74,105.64,316.91,-1404.1,576.6
-13.2,8.8,39.61,0.0,8.8,17.61,-13.2,79.23,118.84,-202.47,-250.89,-413.75,105.64,277.3,-761.47,836.3
-132.05,-233.28,-140.85,-101.24,-61.62,-264.09,-290.5,-83.63,39.61,17.61,-13.2,-431.35,96.83,286.1,-83.63,1135.6
-250.89,-330.12,-272.9,-180.46,-382.94,-484.17,-594.21,-330.12,-52.82,48.42,105.64,-462.16,17.61,189.27,545.79,1267.65
-211.28,-250.89,-413.75,-272.9,-510.58,-532.59,-713.05,-550.2,-193.67,127.65,206.87,-400.54,-154.05,-30.81,1126.8,1007.96
-132.05,-193.67,-510.58,-352.13,-281.7,-510.58,-770.27,-633.83,-312.51,158.46,237.68,-352.13,-391.74,-352.13,1439.31,457.76
-171.66,-290.5,-453.36,-391.74,-92.43,-572.2,-831.9,-572.2,-330.12,0.0,8.8,-440.16,-510.58,-572.2,1188.42,-180.46
-272.9,-431.35,-352.13,-330.12,-211.28,-651.43,-853.9,-453.36,-330.12,-281.7,-242.09,-484.17,-550.2,-673.44,559.0,-761.47
-250.89,-391.74,-233.28,-211.28,-532.59,-492.98,-633.83,-330.12,-233.28,-413.75,-374.13,-352.13,-453.36,-611.82,17.61,-1012.36
-132.05,-233.28,-92.43,-13.2,-752.67,-132.05,-250.89,-92.43,8.8,-360.93,-321.31,-83.63,-193.67,-290.5,-360.93,-801.08
-30.81,-30.81,79.23,118.84,-814.29,96.83,96.83,176.06,215.68,-352.13,-352.13,17.61,57.22,79.23,-691.05,-352.13
8.8,176.06,158.46,136.45,-831.9,237.68,378.53,299.31,259.69,-453.36,-470.97,79.23,136.45,259.69,-981.55,-70.43
149.65,418.15,-22.01,8.8,-814.29,277.3,519.38,17.61,-22.01,-470.97,-492.98,79.23,-70.43,57.22,-1073.98,-92.43
206.87,316.91,-330.12,-272.9,-770.27,158.46,338.92,-374.13,-290.5,-413.75,-413.75,8.8,-413.75,-171.66,-972.75,-70.43
48.42,-52.82,-510.58,-352.13,-770.27,-154.05,-70.43,-572.2,-352.13,-352.13,-374.13,-352.13,-510.58,-193.67,-814.29,136.45
-110.04,-413.75,-431.35,-211.28,-871.51,-572.2,-532.59,-510.58,-193.67,-330.12,-374.13,-752.67,-391.74,-13.2,-572.2,497.38
-132.05,-413.75,-330.12,-92.43,-853.9,-792.28,-792.28,-453.36,-70.43,-233.28,-272.9,-911.12,-312.51,39.61,-171.66,699.85
-70.43,-374.13,-391.74,-132.05,-550.2,-814.29,-911.12,-492.98,-92.43,-30.81,-13.2,-831.9,-312.51,0.0,338.92,818.69
-110.04,-453.36,-453.36,-171.66,-30.81,-730.66,-1012.36,-470.97,-110.04,158.46,237.68,-633.83,-211.28,17.61,1016.76,1056.38
-70.43,-352.13,-272.9,-92.43,435.75,-413.75,-792.28,-272.9,-30.81,457.76,576.6,-290.5,-22.01,158.46,1699.0,1316.07
105.64,96.83,17.61,0.0,647.03,158.46,-154.05,17.61,17.61,796.68,959.54,215.68,176.06,237.68,2108.35,1316.07
308.11,598.61,338.92,136.45,488.57,757.07,418.15,316.91,118.84,919.93,1078.38,638.23,259.69,198.07,1866.26,1038.77
189.27,638.23,536.99,237.68,149.65,875.91,519.38,536.99,259.69,598.61,677.84,638.23,338.92,198.07,849.5,717.45
-13.2,356.53,638.23,356.53,-61.62,616.22,259.69,655.83,396.14,26.41,26.41,378.53,479.77,259.69,-343.32,435.75
8.8,316.91,638.23,418.15,-123.24,479.77,215.68,699.85,457.76,-242.09,-303.71,316.91,559.0,316.91,-1140.0,158.46
268.5,598.61,559.0,356.53,-92.43,655.83,528.19,677.84,396.14,-180.46,-242.09,589.81,519.38,237.68,-1382.09,-101.24
466.57,796.68,457.76,237.68,-44.02,836.3,836.3,598.61,277.3,-44.02,-101.24,796.68,435.75,136.45,-1412.9,-312.51
286.1,686.64,466.57,189.27,-52.82,699.85,765.87,589.81,246.49,-110.04,-211.28,669.04,418.15,136.45,-1421.7,-242.09
8.8,356.53,479.77,176.06,-30.81,316.91,356.53,536.99,198.07,-220.08,-281.7,356.53,418.15,176.06,-1210.43,-44.02
-30.81,167.26,308.11,105.64,57.22,48.42,39.61,338.92,66.02,-171.66,-123.24,158.46,259.69,79.23,-603.01,-13.2
105.64,158.46,-22.01,-52.82,536.99,-22.01,-154.05,-13.2,-110.04,149.65,246.49,118.84,-22.01,-70.43,237.68,8.8
286.1,215.68,-220.08,-171.66,1109.19,8.8,-272.9,-264.09,-250.89,519.38,647.03,215.68,-92.43,-110.04,1087.19,206.87
369.73,149.65,-233.28,-250.89,1478.93,-22.01,-440.16,-281.7,-264.09,748.27,849.5,277.3,-30.81,-61.62,1729.81,536.99
308.11,57.22,-162.86,-193.67,1289.66,-13.2,-470.97,-242.09,-250.89,739.46,827.49,198.07,8.8,-70.43,2007.11,589.81
308.11,79.23,-110.04,-171.66,616.22,79.23,-413.75,-211.28,-250.89,607.42,669.04,0.0,-171.66,-250.89,1839.85,127.65
387.34,246.49,17.61,0.0,-132.05,308.11,-211.28,-92.43,-101.24,396.14,426.95,-110.04,-312.51,-312.51,1206.03,-541.39
466.57,378.53,198.07,215.68,-572.2,479.77,8.8,118.84,96.83,206.87,189.27,-233.28,-211.28,-171.66,338.92,-963.94
506.18,488.57,488.57,528.19,-532.59,536.99,206.87,528.19,409.35,0.0,-13.2,-123.24,96.83,79.23,-422.55,-941.93
545.79,576.6,717.45,739.46,-123.24,536.99,457.76,818.69,638.23,-123.24,-202.47,57.22,457.76,378.53,-893.52,-673.44
589.81,638.23,836.3,858.3,57.22,576.6,647.03,959.54,796.68,-162.86,-281.7,325.72,717.45,598.61,-1100.39,-422.55
669.04,638.23,796.68,858.3,66.02,655.83,757.07,919.93,818.69,17.61,-101.24,519.38,757.07,655.83,-963.94,-312.51
748.27,559.0,598.61,638.23,127.65,699.85,757.07,739.46,598.61,325.72,228.88,677.84,638.23,479.77,-563.4,-272.9
686.64,378.53,338.92,316.91,268.5,559.0,616.22,457.76,316.91,559.0,479.77,655.83,435.75,259.69,-123.24,-233.28
426.95,118.84,237.68,136.45,127.65,176.06,299.31,316.91,198.07,396.14,299.31,316.91,378.53,176.06,48.42,-70.43
88.03,-132.05,198.07,96.83,-140.85,-250.89,-70.43,259.69,215.68,57.22,-30.81,-110.04,378.53,237.68,167.26,259.69
-13.2,-312.51,57.22,17.61,-211.28,-510.58,-374.13,79.23,79.23,-30.81,-132.05,-391.74,277.3,237.68,418.15,699.85
26.41,-374.13,-211.28,-193.67,17.61,-470.97,-431.35,-211.28,-154.05,118.84,96.83,-391.74,57.22,118.84,937.53,1016.76
127.65,-413.75,-470.97,-413.75,237.68,-272.9,-413.75,-492.98,-352.13,396.14,435.75,-250.89,-70.43,0.0,1456.92,1095.99
149.65,-431.35,-510.58,-413.75,356.53,-110.04,-431.35,-532.59,-352.13,598.61,677.84,-110.04,-154.05,-52.82,1817.85,919.93
105.64,-352.13,-391.74,-352.13,519.38,-22.01,-374.13,-413.75,-330.12,699.85,779.08,-13.2,-272.9,-233.28,1936.69,396.14
268.5,378.53,369.73,466.57,-211.28,387.34,488.57,347.72,466.57,206.87,299.31,466.57,338.92,576.6,277.3,567.8
268.5,347.72,519.38,536.99,-13.2,409.35,497.38,559.0,576.6,286.1,338.92,387.34,277.3,457.76,17.61,-22.01
347.72,206.87,506.18,567.8,347.72,396.14,338.92,567.8,536.99,396.14,448.96,299.31,136.45,259.69,-61.62,-550.2
488.57,167.26,435.75,536.99,796.68,497.38,316.91,466.57,466.57,536.99,629.42,237.68,66.02,79.23,57.22,-990.35
506.18,228.88,479.77,497.38,1135.6,616.22,356.53,488.57,409.35,616.22,686.64,237.68,105.64,-22.01,237.68,-1091.59
325.72,228.88,528.19,426.95,1267.65,536.99,378.53,567.8,378.53,576.6,669.04,215.68,136.45,-13.2,308.11,-893.52
149.65,206.87,418.15,259.69,1346.88,347.72,356.53,479.77,237.68,607.42,655.83,127.65,39.61,-92.43,448.96,-532.59
88.03,158.46,105.64,26.41,1518.54,149.65,206.87,127.65,-13.2,589.81,677.84,-13.2,-70.43,-171.66,699.85,-123.24
8.8,8.8,-162.86,-123.24,1628.58,-30.81,-44.02,-202.47,-140.85,457.76,479.77,-162.86,-211.28,-193.67,739.46,246.49
-132.05,-193.67,-391.74,-171.66,1448.11,-382.94,-374.13,-453.36,-250.89,127.65,88.03,-413.75,-250.89,-154.05,316.91,545.79
-250.89,-250.89,-462.16,-180.46,1118.0,-620.62,-462.16,-501.78,-264.09,-140.85,-202.47,-532.59,-211.28,-92.43,-211.28,598.61
-171.66,-70.43,-352.13,-132.05,959.54,-492.98,-233.28,-391.74,-193.67,-233.28,-250.89,-374.13,-92.43,8.8,-550.2,519.38
48.42,158.46,-70.43,8.8,1087.19,-22.01,136.45,-70.43,-22.01,-83.63,-61.62,-92.43,79.23,79.23,-611.82,387.34
189.27,396.14,277.3,198.07,1276.45,338.92,519.38,316.91,176.06,39.61,79.23,176.06,316.91,158.46,-532.59,215.68
189.27,536.99,638.23,396.14,1408.5,576.6,739.46,699.85,277.3,198.07,277.3,396.14,519.38,176.06,-470.97,26.41
286.1,699.85,818.69,479.77,1496.53,779.08,836.3,897.92,316.91,435.75,559.0,616.22,655.83,198.07,-352.13,-132.05
466.57,858.3,818.69,479.77,1619.78,1016.76,818.69,875.91,378.53,757.07,919.93,818.69,739.46,259.69,-92.43,-312.51
506.18,796.68,616.22,378.53,1597.77,1038.77,616.22,638.23,356.53,937.53,1095.99,818.69,655.83,277.3,215.68,-453.36
228.88,457.76,299.31,198.07,1219.23,638.23,237.68,299.31,198.07,836.3,977.15,576.6,418.15,158.46,576.6,-510.58
-70.43,79.23,39.61,39.61,717.45,118.84,-30.81,17.61,-22.01,638.23,779.08,277.3,118.84,0.0,959.54,-391.74
-211.28,-92.43,-70.43,-30.81,519.38,-132.05,-171.66,-70.43,-132.05,576.6,757.07,215.68,8.8,-30.81,1417.3,-13.2
-171.66,-211.28,-233.28,-154.05,638.23,-250.89,-272.9,-193.67,-233.28,616.22,796.68,299.31,8.8,-30.81,1795.84,519.38
-154.05,-391.74,-391.74,-272.9,739.46,-391.74,-431.35,-330.12,-272.9,519.38,616.22,277.3,17.61,-22.01,1756.22,1078.38
-193.67,-550.2,-470.97,-272.9,559.0,-594.21,-532.59,-413.75,-193.67,176.06,198.07,96.83,96.83,96.83,1179.62,1456.92
-193.67,-532.59,-374.13,-132.05,356.53,-633.83,-470.97,-352.13,-52.82,-110.04,-171.66,-92.43,158.46,237.68,316.91,1558.15
-110.04,-312.51,-193.67,8.8,356.53,-492.98,-250.89,-171.66,0.0,-233.28,-290.5,-193.67,189.27,299.31,-272.9,1399.7
8.8,-30.81,-22.01,57.22,536.99,-180.46,-22.01,48.42,57.22,-52.82,-92.43,0.0,228.88,246.49,-453.36,1095.99
268.5,215.68,299.31,158.46,739.46,198.07,338.92,378.53,158.46,198.07,237.68,356.53,325.72,167.26,-233.28,779.08
545.79,519.38,669.04,369.73,849.5,669.04,708.65,765.87,308.11,528.19,629.42,765.87,559.0,206.87,-22.01,528.19
686.64,739.46,959.54,576.6,875.91,1047.57,875.91,1087.19,536.99,836.3,937.53,1029.97,849.5,426.95,96.83,316.91
686.64,875.91,1069.58,765.87,867.11,1298.46,946.34,1219.23,765.87,1047.57,1126.8,1197.23,1087.19,677.84,215.68,246.49
528.19,977.15,906.72,739.46,699.85,1267.65,959.54,1047.57,765.87,1016.76,1078.38,1188.42,1047.57,669.04,356.53,136.45
347.72,959.54,607.42,559.0,396.14,968.34,875.91,655.83,457.76,699.85,779.08,889.12,607.42,356.53,448.96,17.61
88.03,739.46,206.87,259.69,57.22,466.57,559.0,189.27,66.02,237.68,316.91,308.11,17.61,-22.01,418.15,-171.66
-92.43,387.34,-101.24,8.8,-140.85,-52.82,118.84,-211.28,-171.66,-52.82,-13.2,-202.47,-541.39,-413.75,356.53,-272.9
-250.89,57.22,-431.35,-272.9,-360.93,-501.78,-233.28,-581.01,-382.94,-272.9,-281.7,-581.01,-893.52,-620.62,228.88,-312.51
-413.75,-123.24,-620.62,-470.97,-620.62,-893.52,-510.58,-792.28,-611.82,-510.58,-532.59,-862.71,-1043.17,-792.28,-92.43,-330.12
-470.97,-272.9,-660.23,-550.2,-893.52,-1100.39,-713.05,-801.08,-682.24,-770.27,-792.28,-1043.17,-981.55,-761.47,-550.2,-233.28
-352.13,-272.9,-523.79,-413.75,-853.9,-1021.16,-673.44,-594.21,-572.2,-770.27,-792.28,-1003.56,-704.25,-532.59,-862.71,17.61
-110.04,-70.43,-303.71,-193.67,-470.97,-603.01,-431.35,-303.71,-290.5,-532.59,-510.58,-642.63,-321.31,-281.7,-831.9,136.45
149.65,176.06,-44.02,17.61,8.8,-30.81,17.61,-30.81,-44.02,-83.63,17.61,-132.05,-44.02,-70.43,-572.2,127.65
308.11,435.75,176.06,118.84,378.53,409.35,378.53,206.87,79.23,198.07,299.31,206.87,88.03,0.0,-290.5,0.0
387.34,616.22,466.57,308.11,629.42,765.87,647.03,545.79,228.88,369.73,466.57,488.57,286.1,48.42,-30.81,-13.2
506.18,836.3,655.83,418.15,875.91,1118.0,875.91,739.46,338.92,559.0,638.23,757.07,448.96,149.65,237.68,0.0
647.03,937.53,536.99,316.91,1095.99,1386.49,959.54,647.03,237.68,796.68,937.53,1047.57,466.57,127.65,559.0,-52.82
629.42,677.84,198.07,57.22,1118.0,1197.23,717.45,277.3,39.61,959.54,1118.0,977.15,347.72,17.61,757.07,-70.43
387.34,118.84,-30.81,-52.82,919.93,655.83,198.07,-22.01,-13.2,796.68,937.53,576.6,237.68,17.61,818.69,79.23
66.02,-330.12,-110.04,-13.2,638.23,0.0,-211.28,-92.43,-22.01,435.75,497.38,79.23,176.06,118.84,779.08,479.77
-132.05,-510.58,-154.05,0.0,418.15,-413.75,-391.74,-193.67,0.0,79.23,96.83,-193.67,79.23,176.06,677.84,818.69
-233.28,-453.36,-250.89,-22.01,277.3,-633.83,-374.13,-330.12,-30.81,-110.04,-92.43,-290.5,-13.2,118.84,536.99,999.15
-312.51,-391.74,-330.12,-13.2,136.45,-770.27,-352.13,-413.75,-110.04,-352.13,-312.51,-330.12,-70.43,39.61,338.92,1016.76
-374.13,-330.12,-250.89,-13.2,17.61,-814.29,-352.13,-374.13,-110.04,-532.59,-510.58,-352.13,-52.82,17.61,136.45,875.91
-312.51,-154.05,-110.04,-13.2,39.61,-651.43,-233.28,-250.89,-92.43,-492.98,-453.36,-250.89,-30.81,-22.01,17.61,655.83
-132.05,96.83,-30.81,-30.81,237.68,-290.5,-22.01,-110.04,-92.43,-211.28,-154.05,-13.2,-30.81,-30.81,17.61,536.99
-13.2,396.14,17.61,-30.81,479.77,57.22,237.68,0.0,-70.43,17.61,96.83,158.46,0.0,-30.81,57.22,576.6
-13.2,519.38,198.07,-22.01,598.61,299.31,396.14,198.07,-52.82,79.23,136.45,215.68,136.45,0.0,39.61,616.22
-30.81,519.38,338.92,57.22,559.0,378.53,457.76,378.53,-13.2,0.0,79.23,158.46,215.68,17.61,0.0,435.75
-70.43,457.76,356.53,118.84,536.99,418.15,435.75,435.75,0.0,8.8,79.23,57.22,136.45,-13.2,17.61,79.23
8.8,418.15,299.31,158.46,536.99,435.75,316.91,378.53,79.23,57.22,158.46,-22.01,57.22,-52.82,167.26,-132.05
8.8,316.91,198.07,198.07,536.99,277.3,79.23,176.06,118.84,96.83,176.06,-13.2,17.61,-13.2,316.91,-193.67
-52.82,66.02,-44.02,118.84,479.77,-22.01,-193.67,-101.24,39.61,8.8,66.02,-171.66,-13.2,-22.01,426.95,-154.05
-211.28,-330.12,-470.97,-13.2,356.53,-532.59,-594.21,-594.21,-92.43,-154.05,-70.43,-453.36,-193.67,-13.2,488.57,-110.04
-290.5,-801.08,-862.71,-171.66,198.07,-981.55,-963.94,-941.93,-233.28,-321.31,-264.09,-752.67,-374.13,-92.43,418.15,-22.01
-233.28,-1003.56,-981.55,-171.66,-22.01,-1201.63,-1113.6,-1060.78,-233.28,-440.16,-440.16,-792.28,-431.35,-92.43,105.64,127.65
8.8,-831.9,-814.29,-110.04,-22.01,-1051.97,-840.7,-880.31,-211.28,-440.16,-492.98,-532.59,-352.13,-92.43,-202.47,268.5
